tkw
1.620227959
-0.749077442
-1.733723842
-0.010592641
0.266339159
0.389419959
-2.226047042
-0.518300942
-0.179828741
0.527885859
-0.133673441
-0.395220141
-0.502915842
0.081717959
-0.779847642
-1.364481442
-1.226015542
-0.349064841
-0.195213841
-1.779879142
0.281724259
0.081717959
-0.502915842
-1.302941042
-0.225984041
-0.595226442
-0.179828741
2.174091559
-0.733692342
-1.456792042
-1.333711242
0.220183859
-0.379835041
-1.118319842
-0.533686042
-0.441375442
0.066332859
1.158674959
-0.087518141
1.281755759
0.881743159
1.081749459
0.574041159
0.666351759
1.389451459
-0.549071142
1.143289859
1.512532259
-0.502915842
0.235568959
1.789464059
1.712538559
-0.487530742
0.958668659
1.050979259
1.127904759
0.774047459
-0.379835041
-0.672151942
-0.349064841
1.635613059
1.820234259
1.927929959
0.035562659
0.020177559
0.712507059
-0.595226442
0.050947759
-0.502915842
0.512500759
0.004792459
0.020177559
0.343264659
2.52794886
-0.395220141
0.143258359
1.758693859
-0.656766842
-0.287524441
0.420190159
1.820234259
-0.318294641
-1.241400642
-0.795232742
0.143258359
0.943283559
1.081749459
-0.287524441
1.943315059
0.758662359
-0.010592641
-0.318294641
1.450991859
-0.318294641
2.420253159
0.004792459
-0.610611542
-0.995239042
1.327911059
0.681736859
